,detection_id,arrival_time,pre_orderboard,orderboard,pickup,total_time
1252,1096860,2022-03-24T19:37:32,74.0,26.0,75.0,699
1253,1096863,2022-03-24T19:38:55,19.0,50.0,41.0,647
1254,1096864,2022-03-24T19:39:31,42.0,44.0,35.0,643
1255,1096875,2022-03-24T19:40:25,72.0,157.0,199.0,786
1256,1096890,2022-03-24T19:42:10,126.0,152.0,404.0,1083
1257,1096897,2022-03-24T19:44:25,99.0,111.0,162.0,1108
1258,1096902,2022-03-24T19:46:39,79.0,33.0,59.0,1032
1259,1096905,2022-03-24T19:48:15,23.0,98.0,82.0,1015
1260,1096904,2022-03-24T19:48:46,95.0,48.0,35.0,982
1261,1096910,2022-03-24T19:53:11,,21.0,59.0,775
1262,1096916,2022-03-24T19:54:09,12.0,56.0,110.0,822
1263,1096917,2022-03-24T19:55:03,23.0,331.0,39.0,798
1264,1096931,2022-03-24T19:55:36,326.0,163.0,183.0,946
1265,1096936,2022-03-24T20:01:10,161.0,69.0,120.0,707
1266,1096942,2022-03-24T20:05:06,,60.0,106.0,546
1267,1096958,2022-03-24T20:05:09,62.0,47.0,353.0,891
1268,1096961,2022-03-24T20:06:19,45.0,59.0,36.0,854
1269,1096973,2022-03-24T20:07:58,3.0,58.0,314.0,1062
1270,1096978,2022-03-24T20:08:18,51.0,38.0,63.0,1101
1271,1096983,2022-03-24T20:09:21,29.0,166.0,120.0,1154
1272,1096984,2022-03-24T20:12:22,16.0,106.0,70.0,991
1273,1096987,2022-03-24T20:12:52,138.0,54.0,50.0,1001
1274,1096991,2022-03-24T20:15:54,24.0,258.0,58.0,871
1275,1096998,2022-03-24T20:18:21,141.0,63.0,76.0,796
1276,1096999,2022-03-24T20:20:57,51.0,239.0,44.0,679
1277,1097012,2022-03-24T20:21:59,229.0,148.0,226.0,837
1278,1097016,2022-03-24T20:28:22,,22.0,51.0,500
1279,1097021,2022-03-24T20:28:28,18.0,66.0,69.0,557
1280,1097025,2022-03-24T20:28:57,60.0,30.0,90.0,613
1281,1097032,2022-03-24T20:30:13,17.0,107.0,81.0,615
1282,1097035,2022-03-24T20:30:38,102.0,25.0,70.0,656
1283,1097037,2022-03-24T20:32:27,25.0,47.0,50.0,593
1284,1097039,2022-03-24T20:33:05,26.0,146.0,62.0,612
1285,1097041,2022-03-24T20:34:08,117.0,70.0,47.0,588
1286,1097045,2022-03-24T20:36:14,65.0,66.0,70.0,524
1287,1097051,2022-03-24T20:37:32,60.0,103.0,121.0,561
1288,1097053,2022-03-24T20:38:46,104.0,69.0,33.0,511
1289,1097054,2022-03-24T20:40:40,62.0,40.0,40.0,434
1290,1097060,2022-03-24T20:42:35,,36.0,79.0,397
1291,1097064,2022-03-24T20:42:37,36.0,94.0,97.0,488
1292,1097070,2022-03-24T20:43:23,88.0,72.0,160.0,596
1293,1097073,2022-03-24T20:45:07,78.0,21.0,60.0,549
1294,1097078,2022-03-24T20:46:37,13.0,120.0,138.0,589
1295,1097081,2022-03-24T20:46:58,113.0,38.0,51.0,612
1296,1097084,2022-03-24T20:49:38,,78.0,44.0,497
1297,1097089,2022-03-24T20:54:03,,166.0,84.0,310
1298,1097103,2022-03-24T20:54:11,158.0,40.0,329.0,622
1299,1097110,2022-03-24T20:57:01,32.0,34.0,76.0,522
1300,1097114,2022-03-24T20:57:41,27.0,53.0,39.0,517
1301,1097117,2022-03-24T20:58:17,46.0,17.0,53.0,527
1302,1097118,2022-03-24T21:01:04,,34.0,20.0,376
1303,1097138,2022-03-24T21:04:32,6.0,42.0,401.0,567
1304,1097149,2022-03-24T21:08:27,14.0,45.0,67.0,395
1305,1097163,2022-03-24T21:11:18,,31.0,294.0,512
1306,1097165,2022-03-24T21:12:58,,28.0,133.0,540
1307,1097172,2022-03-24T21:15:49,,22.0,120.0,485
1308,1097180,2022-03-24T21:16:03,11.0,66.0,80.0,546
1309,1097182,2022-03-24T21:16:21,63.0,38.0,54.0,578
1310,1097184,2022-03-24T21:17:34,35.0,29.0,62.0,564
1311,1097187,2022-03-24T21:18:19,22.0,39.0,33.0,553
1312,1097191,2022-03-24T21:18:55,27.0,54.0,51.0,564
1313,1097209,2022-03-24T21:19:31,147.0,113.0,322.0,841
1314,1097216,2022-03-24T21:23:41,14.0,84.0,61.0,640
1315,1097227,2022-03-24T21:26:29,30.0,56.0,196.0,663
1316,1097228,2022-03-24T21:27:08,59.0,48.0,55.0,634
1317,1097230,2022-03-24T21:31:12,,56.0,75.0,457
1318,1097235,2022-03-24T21:32:49,28.0,57.0,63.0,418
1319,1097240,2022-03-24T21:36:02,,129.0,124.0,345
1320,1097242,2022-03-24T21:38:13,30.0,144.0,44.0,252
1321,1097270,2022-03-24T21:40:21,53.0,160.0,69.0,701
1322,1097275,2022-03-24T21:41:24,156.0,42.0,67.0,704
1323,1097269,2022-03-24T21:42:12,,,520.0,527
1324,1097282,2022-03-24T21:52:10,,,125.0,176
1325,1097292,2022-03-24T21:52:31,,97.0,300.0,450
1326,1097299,2022-03-24T21:58:05,,32.0,98.0,208
1327,1098522,2022-03-25T07:02:47,55.0,43.0,278.0,401
1328,1098612,2022-03-25T07:24:35,,18.0,169.0,210
1329,1098615,2022-03-25T07:24:44,15.0,38.0,42.0,243
1330,1098658,2022-03-25T07:32:09,,51.0,298.0,372
1331,1098680,2022-03-25T07:39:52,,10.0,35.0,75
1332,1098725,2022-03-25T07:46:00,77.0,70.0,189.0,364
1333,1098803,2022-03-25T08:09:48,,65.0,206.0,297
1334,1098839,2022-03-25T08:21:38,,18.0,295.0,340
1335,1098844,2022-03-25T08:21:42,16.0,29.0,43.0,376
1336,1098850,2022-03-25T08:28:37,,8.0,27.0,62
1337,1098871,2022-03-25T08:36:15,,17.0,63.0,120
1338,1098881,2022-03-25T08:36:19,17.0,50.0,151.0,262
1339,1098884,2022-03-25T08:37:33,,85.0,41.0,217
1340,1098888,2022-03-25T08:37:48,73.0,30.0,73.0,270
1341,1098894,2022-03-25T08:40:40,35.0,19.0,115.0,216
1342,1098918,2022-03-25T08:47:45,,20.0,154.0,199
1343,1098931,2022-03-25T08:51:09,30.0,53.0,221.0,328
1344,1098936,2022-03-25T08:54:16,,32.0,136.0,276
1345,1098946,2022-03-25T08:59:00,,20.0,230.0,273
1346,1098955,2022-03-25T09:02:24,,14.0,88.0,156
1347,1098961,2022-03-25T09:04:30,,24.0,181.0,233
1348,1098970,2022-03-25T09:04:41,16.0,32.0,99.0,321
1349,1098988,2022-03-25T09:10:20,27.0,29.0,272.0,353
1350,1098994,2022-03-25T09:13:48,4.0,44.0,92.0,239
1351,1099026,2022-03-25T09:19:10,24.0,32.0,250.0,335
1352,1099036,2022-03-25T09:20:19,17.0,55.0,132.0,391
1353,1099054,2022-03-25T09:24:30,,151.0,265.0,438
1354,1099074,2022-03-25T09:30:13,27.0,81.0,379.0,521
1355,1099081,2022-03-25T09:31:13,49.0,41.0,81.0,535
1356,1099114,2022-03-25T09:40:29,29.0,38.0,219.0,320
1357,1099133,2022-03-25T09:42:21,61.0,88.0,213.0,416
1358,1099160,2022-03-25T09:49:24,,21.0,265.0,313
1359,1099164,2022-03-25T09:49:31,15.0,30.0,43.0,346
1360,1099170,2022-03-25T09:50:33,,36.0,42.0,324
1361,1099185,2022-03-25T09:56:05,,36.0,112.0,186
1362,1099259,2022-03-25T10:07:50,,49.0,294.0,366
1363,1099282,2022-03-25T10:08:13,31.0,204.0,268.0,609
1364,1099289,2022-03-25T10:12:12,,57.0,45.0,411
1365,1099305,2022-03-25T10:14:50,,82.0,146.0,394
1366,1099310,2022-03-25T10:15:11,65.0,53.0,92.0,464
1367,1099324,2022-03-25T10:19:53,,59.0,134.0,310
1368,1099346,2022-03-25T10:22:16,,57.0,214.0,321
1369,1099351,2022-03-25T10:24:04,,86.0,118.0,332
1370,1099353,2022-03-25T10:24:44,49.0,24.0,86.0,369
1371,1099358,2022-03-25T10:25:40,19.0,54.0,72.0,381
1372,1099361,2022-03-25T10:27:09,9.0,35.0,51.0,342
1373,1099371,2022-03-25T10:29:23,,48.0,105.0,309
1374,1099383,2022-03-25T10:32:00,,19.0,187.0,337
1375,1099391,2022-03-25T10:33:36,,59.0,113.0,347
1376,1099401,2022-03-25T10:34:39,43.0,81.0,148.0,420
1377,1099404,2022-03-25T10:36:49,,72.0,55.0,325
1378,1099418,2022-03-25T10:38:20,15.0,50.0,122.0,357
1379,1099422,2022-03-25T10:39:34,,27.0,44.0,325
1380,1099455,2022-03-25T10:46:35,7.0,31.0,75.0,146
1381,1099481,2022-03-25T10:47:58,,90.0,133.0,246
1382,1099527,2022-03-25T10:52:24,,41.0,241.0,316
1383,1099544,2022-03-25T10:56:28,,57.0,117.0,202
1384,1099583,2022-03-25T10:58:35,,61.0,211.0,296
1385,1099586,2022-03-25T10:58:43,57.0,67.0,44.0,329
1386,1099625,2022-03-25T11:05:52,,32.0,210.0,264
1387,1099656,2022-03-25T11:07:04,15.0,76.0,175.0,367
1388,1099672,2022-03-25T11:07:29,69.0,70.0,85.0,422
1389,1099700,2022-03-25T11:08:46,67.0,96.0,198.0,541
1390,1099703,2022-03-25T11:10:44,48.0,33.0,37.0,458
1391,1099705,2022-03-25T11:11:40,27.0,41.0,34.0,433
1392,1099706,2022-03-25T11:12:15,35.0,49.0,31.0,425
1393,1099709,2022-03-25T11:12:58,45.0,93.0,42.0,418
1394,1099714,2022-03-25T11:13:54,87.0,40.0,58.0,417
1395,1099716,2022-03-25T11:15:33,30.0,96.0,36.0,346
1396,1099730,2022-03-25T11:21:09,,49.0,82.0,156
1397,1099744,2022-03-25T11:21:13,47.0,22.0,79.0,223
1398,1099779,2022-03-25T11:24:37,,53.0,231.0,309
1399,1099790,2022-03-25T11:25:52,6.0,98.0,61.0,297
1400,1099815,2022-03-25T11:30:59,,77.0,134.0,244
1401,1099845,2022-03-25T11:34:15,,122.0,126.0,271
1402,1099861,2022-03-25T11:34:21,120.0,47.0,144.0,402
1403,1099865,2022-03-25T11:36:31,40.0,105.0,51.0,323
1404,1099868,2022-03-25T11:37:19,100.0,30.0,30.0,302
1405,1099879,2022-03-25T11:39:10,25.0,62.0,51.0,240
1406,1099920,2022-03-25T11:42:06,,97.0,212.0,331
1407,1099948,2022-03-25T11:43:25,23.0,212.0,379.0,646
1408,1099956,2022-03-25T11:47:19,12.0,123.0,66.0,514
1409,1099964,2022-03-25T11:47:59,100.0,30.0,62.0,534
1410,1099969,2022-03-25T11:49:51,22.0,76.0,39.0,455
1411,1099988,2022-03-25T11:50:39,58.0,95.0,165.0,569
1412,1100019,2022-03-25T11:53:17,,88.0,374.0,673
1413,1100023,2022-03-25T11:54:16,37.0,59.0,44.0,652
1414,1100025,2022-03-25T11:55:01,52.0,67.0,31.0,626
1415,1100028,2022-03-25T11:56:02,67.0,48.0,54.0,617
1416,1100033,2022-03-25T11:57:16,44.0,48.0,46.0,587
1417,1100040,2022-03-25T11:58:10,41.0,138.0,39.0,567
1418,1100063,2022-03-25T11:59:01,134.0,55.0,203.0,714
1419,1100072,2022-03-25T12:01:23,53.0,135.0,65.0,642
1420,1100077,2022-03-25T12:02:26,140.0,29.0,57.0,635
1421,1100089,2022-03-25T12:04:54,24.0,49.0,82.0,560
1422,1100096,2022-03-25T12:05:26,52.0,51.0,30.0,554
1423,1100101,2022-03-25T12:06:28,43.0,59.0,63.0,550
1424,1100112,2022-03-25T12:07:21,55.0,179.0,78.0,563
1425,1100116,2022-03-25T12:08:24,176.0,71.0,55.0,551
1426,1100119,2022-03-25T12:09:47,165.0,36.0,28.0,493
1427,1100141,2022-03-25T12:12:48,28.0,84.0,309.0,617
1428,1100145,2022-03-25T12:13:27,77.0,53.0,34.0,610
1429,1100148,2022-03-25T12:14:59,52.0,34.0,33.0,551
1430,1100150,2022-03-25T12:15:58,30.0,27.0,23.0,513
1431,1100161,2022-03-25T12:16:38,26.0,65.0,83.0,559
1432,1100160,2022-03-25T12:18:02,8.0,52.0,50.0,472
1433,1100165,2022-03-25T12:18:22,46.0,236.0,31.0,479
1434,1100171,2022-03-25T12:19:16,232.0,49.0,67.0,486
1435,1100177,2022-03-25T12:20:42,197.0,37.0,39.0,462
1436,1100180,2022-03-25T12:24:07,32.0,38.0,28.0,282
1437,1100184,2022-03-25T12:24:48,36.0,35.0,23.0,261
1438,1100207,2022-03-25T12:25:33,29.0,50.0,154.0,366
1439,1100248,2022-03-25T12:26:11,45.0,90.0,264.0,638
1440,1100260,2022-03-25T12:30:44,0.0,78.0,115.0,477
1441,1100274,2022-03-25T12:34:34,,99.0,103.0,346
1442,1100281,2022-03-25T12:37:20,,59.0,50.0,227
1443,1100311,2022-03-25T12:39:17,19.0,76.0,246.0,369
1444,1100328,2022-03-25T12:39:48,69.0,47.0,167.0,474
1445,1100373,2022-03-25T12:45:38,26.0,120.0,415.0,585
1446,1100377,2022-03-25T12:46:15,117.0,64.0,62.0,605
1447,1100379,2022-03-25T12:48:20,60.0,43.0,46.0,525
1448,1100390,2022-03-25T12:49:29,37.0,40.0,78.0,528
1449,1100399,2022-03-25T12:50:13,34.0,66.0,147.0,619
1450,1100402,2022-03-25T12:52:00,,53.0,58.0,565
1451,1100405,2022-03-25T12:52:05,53.0,28.0,38.0,598
1452,1100410,2022-03-25T12:53:07,23.0,124.0,83.0,615
1453,1100423,2022-03-25T12:53:44,113.0,67.0,78.0,648
1454,1100427,2022-03-25T12:57:11,,46.0,70.0,509
1455,1100431,2022-03-25T12:58:48,1.0,43.0,37.0,433
1456,1100438,2022-03-25T12:59:44,60.0,38.0,70.0,442
1457,1100441,2022-03-25T13:00:57,56.0,38.0,37.0,402
1458,1100456,2022-03-25T13:02:10,31.0,79.0,192.0,519
1459,1100467,2022-03-25T13:02:50,76.0,86.0,143.0,624
1460,1100482,2022-03-25T13:04:23,75.0,134.0,144.0,651
1461,1100490,2022-03-25T13:05:49,129.0,21.0,49.0,607
1462,1100496,2022-03-25T13:08:08,14.0,79.0,65.0,530
1463,1100503,2022-03-25T13:08:40,65.0,30.0,54.0,545
1464,1100511,2022-03-25T13:09:52,24.0,121.0,73.0,540
1465,1100520,2022-03-25T13:10:25,117.0,48.0,66.0,572
1466,1100525,2022-03-25T13:12:33,42.0,107.0,71.0,510
1467,1100534,2022-03-25T13:13:26,100.0,82.0,96.0,548
1468,1100538,2022-03-25T13:15:13,78.0,100.0,116.0,552
1469,1100544,2022-03-25T13:20:36,,52.0,102.0,325
1470,1100553,2022-03-25T13:20:50,41.0,48.0,86.0,395
1471,1100559,2022-03-25T13:21:40,44.0,55.0,50.0,391
1472,1100561,2022-03-25T13:22:32,55.0,55.0,83.0,422
1473,1100563,2022-03-25T13:24:48,,26.0,38.0,323
1474,1100584,2022-03-25T13:26:56,,40.0,197.0,390
1475,1100589,2022-03-25T13:27:46,,25.0,41.0,376
1476,1100594,2022-03-25T13:29:50,17.0,63.0,68.0,324
1477,1100613,2022-03-25T13:32:04,,166.0,281.0,476
1478,1100620,2022-03-25T13:32:55,118.0,97.0,117.0,539
1479,1100625,2022-03-25T13:35:00,92.0,61.0,36.0,445
1480,1100643,2022-03-25T13:36:38,61.0,107.0,184.0,524
1481,1100652,2022-03-25T13:37:47,103.0,34.0,127.0,580
1482,1100649,2022-03-25T13:42:45,,106.0,63.0,275
1483,1100659,2022-03-25T13:44:37,,50.0,46.0,204
1484,1100666,2022-03-25T13:44:42,50.0,76.0,80.0,278
1485,1100670,2022-03-25T13:46:19,40.0,56.0,76.0,257
1486,1100692,2022-03-25T13:49:55,,45.0,220.0,294
1487,1100673,2022-03-25T13:50:25,,,40.0,52
1488,1100698,2022-03-25T13:53:15,,69.0,160.0,258
1489,1100700,2022-03-25T13:54:42,,29.0,34.0,202
1490,1100710,2022-03-25T13:57:13,,40.0,138.0,202
1491,1100721,2022-03-25T13:59:15,60.0,45.0,92.0,224
1492,1100728,2022-03-25T14:01:18,,56.0,104.0,202
1493,1100731,2022-03-25T14:01:45,39.0,31.0,57.0,228
1494,1100735,2022-03-25T14:04:05,,42.0,121.0,204
1495,1100750,2022-03-25T14:04:26,26.0,40.0,202.0,384
1496,1100755,2022-03-25T14:05:28,37.0,56.0,120.0,439
1497,1100762,2022-03-25T14:06:33,37.0,79.0,215.0,547
1498,1100765,2022-03-25T14:08:13,31.0,51.0,31.0,481
1499,1100769,2022-03-25T14:09:00,39.0,80.0,40.0,474
1500,1100775,2022-03-25T14:11:02,5.0,68.0,76.0,421
1501,1100784,2022-03-25T14:12:11,10.0,72.0,70.0,417
1502,1100791,2022-03-25T14:12:29,71.0,44.0,84.0,477
1503,1100800,2022-03-25T14:14:09,28.0,78.0,134.0,509
1504,1100805,2022-03-25T14:17:29,7.0,94.0,52.0,342
1505,1100828,2022-03-25T14:19:36,8.0,117.0,283.0,496
1506,1100831,2022-03-25T14:20:05,98.0,93.0,36.0,500
1507,1100832,2022-03-25T14:21:48,91.0,40.0,51.0,444
1508,1100837,2022-03-25T14:23:27,35.0,71.0,44.0,380
1509,1100841,2022-03-25T14:24:10,65.0,71.0,87.0,422
1510,1100843,2022-03-25T14:25:23,68.0,42.0,85.0,429
1511,1100844,2022-03-25T14:26:41,34.0,28.0,33.0,374
1512,1100847,2022-03-25T14:27:22,22.0,40.0,43.0,370
1513,1100853,2022-03-25T14:27:54,41.0,57.0,53.0,440
1514,1100863,2022-03-25T14:28:43,55.0,81.0,107.0,497
1515,1100872,2022-03-25T14:29:48,74.0,35.0,87.0,515
1516,1100886,2022-03-25T14:31:09,32.0,73.0,130.0,564
1517,1100890,2022-03-25T14:33:53,19.0,109.0,45.0,439
1518,1100910,2022-03-25T14:35:24,43.0,90.0,242.0,588
1519,1100921,2022-03-25T14:38:00,,40.0,85.0,513
1520,1100928,2022-03-25T14:38:09,33.0,72.0,47.0,549
1521,1100936,2022-03-25T14:38:52,67.0,52.0,110.0,615
1522,1100939,2022-03-25T14:40:07,49.0,123.0,65.0,601
1523,1100949,2022-03-25T14:41:20,101.0,59.0,171.0,697
1524,1100950,2022-03-25T14:43:08,53.0,77.0,60.0,639
1525,1100954,2022-03-25T14:44:10,72.0,88.0,81.0,655
1526,1100961,2022-03-25T14:45:31,80.0,58.0,97.0,674
1527,1100976,2022-03-25T14:47:01,55.0,56.0,143.0,723
1528,1100994,2022-03-25T14:48:04,48.0,116.0,116.0,770
1529,1101028,2022-03-25T14:49:02,110.0,82.0,45.0,746
1530,1101033,2022-03-25T14:51:01,83.0,71.0,66.0,697
1531,1101043,2022-03-25T14:52:34,71.0,75.0,128.0,717
1532,1101044,2022-03-25T14:53:55,70.0,159.0,67.0,697
1533,1101054,2022-03-25T14:55:11,157.0,153.0,205.0,825
1534,1101060,2022-03-25T15:00:26,,176.0,131.0,639
1535,1101065,2022-03-25T15:00:32,177.0,116.0,120.0,749
1536,1101076,2022-03-25T15:03:37,112.0,113.0,180.0,739
1537,1101081,2022-03-25T15:05:43,103.0,124.0,118.0,725
1538,1101085,2022-03-25T15:07:33,119.0,121.0,66.0,680
1539,1101091,2022-03-25T15:09:43,114.0,35.0,50.0,597
1540,1101093,2022-03-25T15:11:46,32.0,52.0,29.0,501
1541,1101101,2022-03-25T15:12:27,47.0,34.0,37.0,526
1542,1101108,2022-03-25T15:13:22,34.0,119.0,194.0,662
1543,1101121,2022-03-25T15:14:03,115.0,59.0,182.0,894
1544,1101127,2022-03-25T15:17:16,,60.0,86.0,790
1545,1101132,2022-03-25T15:24:30,,61.0,80.0,434
1546,1101135,2022-03-25T15:25:18,19.0,26.0,44.0,425
1547,1101138,2022-03-25T15:25:48,20.0,20.0,49.0,442
1548,1101141,2022-03-25T15:27:21,,31.0,30.0,371
1549,1101147,2022-03-25T15:28:17,,38.0,69.0,382
1550,1101150,2022-03-25T15:29:34,,45.0,63.0,373
1551,1101153,2022-03-25T15:29:45,40.0,70.0,57.0,414
1552,1101159,2022-03-25T15:30:37,68.0,47.0,58.0,418
1553,1101182,2022-03-25T15:31:54,51.0,49.0,312.0,812
1554,1101195,2022-03-25T15:33:53,56.0,40.0,231.0,918
1555,1101200,2022-03-25T15:39:12,,38.0,29.0,634
1556,1101206,2022-03-25T15:41:57,,53.0,76.0,540
1557,1101215,2022-03-25T15:42:05,49.0,66.0,251.0,800
1558,1101222,2022-03-25T15:44:08,,26.0,83.0,757
1559,1101223,2022-03-25T15:48:41,15.0,77.0,34.0,523
1560,1101234,2022-03-25T15:50:13,21.0,35.0,136.0,561
1561,1101237,2022-03-25T15:51:09,24.0,54.0,38.0,542
1562,1101244,2022-03-25T15:52:34,3.0,62.0,93.0,547
1563,1101245,2022-03-25T15:52:58,44.0,25.0,42.0,545
1564,1101248,2022-03-25T15:53:52,19.0,119.0,51.0,542
1565,1101252,2022-03-25T15:54:22,113.0,46.0,63.0,571
1566,1101260,2022-03-25T15:56:23,47.0,46.0,111.0,553
1567,1101278,2022-03-25T15:57:30,49.0,49.0,308.0,794
1568,1101287,2022-03-25T15:58:47,57.0,32.0,74.0,788
1569,1101289,2022-03-25T16:00:21,,134.0,55.0,744
1570,1101292,2022-03-25T16:00:29,130.0,60.0,37.0,767
1571,1101304,2022-03-25T16:02:44,54.0,85.0,75.0,698
1572,1101306,2022-03-25T16:03:47,83.0,36.0,25.0,662
1573,1101308,2022-03-25T16:05:20,33.0,94.0,27.0,596
1574,1101316,2022-03-25T16:06:51,44.0,35.0,159.0,660
1575,1101322,2022-03-25T16:09:42,,72.0,34.0,518
1576,1101328,2022-03-25T16:09:50,66.0,65.0,67.0,571
1577,1101355,2022-03-25T16:12:37,,31.0,376.0,784
1578,1101356,2022-03-25T16:16:19,,19.0,43.0,569
1579,1101366,2022-03-25T16:17:18,,90.0,31.0,633
1580,1101392,2022-03-25T16:19:44,,22.0,315.0,801
1581,1101395,2022-03-25T16:20:19,,81.0,75.0,838
1582,1101413,2022-03-25T16:21:43,,34.0,209.0,956
1583,1101416,2022-03-25T16:24:09,2.0,158.0,38.0,844
1584,1101474,2022-03-25T16:24:17,157.0,38.0,287.0,1119
1585,1101481,2022-03-25T16:27:02,34.0,63.0,88.0,1039
1586,1101482,2022-03-25T16:27:47,59.0,28.0,55.0,1005
1587,1101484,2022-03-25T16:34:06,,118.0,26.0,644
1588,1101488,2022-03-25T16:34:17,117.0,50.0,44.0,671
1589,1101496,2022-03-25T16:36:23,47.0,46.0,47.0,729
1590,1101510,2022-03-25T16:37:16,42.0,26.0,189.0,906
1591,1101518,2022-03-25T16:39:28,,24.0,95.0,867
1592,1101538,2022-03-25T16:42:53,,29.0,263.0,923
1593,1101544,2022-03-25T16:45:20,,20.0,74.0,842
1594,1101546,2022-03-25T16:48:03,,38.0,38.0,708
1595,1101554,2022-03-25T16:48:11,33.0,37.0,113.0,809
1596,1101564,2022-03-25T16:49:17,10.0,70.0,179.0,919
1597,1101569,2022-03-25T16:52:15,,48.0,40.0,778
1598,1101571,2022-03-25T16:52:24,43.0,43.0,55.0,819
1599,1101576,2022-03-25T16:53:16,38.0,54.0,31.0,791
1600,1101595,2022-03-25T16:55:08,,49.0,203.0,879
1601,1101626,2022-03-25T16:55:19,48.0,73.0,300.0,1168
1602,1101639,2022-03-25T16:57:01,28.0,51.0,78.0,1140
1603,1101646,2022-03-25T16:58:27,,47.0,105.0,1152
1604,1101650,2022-03-25T17:02:42,44.0,61.0,44.0,937
1605,1101654,2022-03-25T17:03:48,44.0,53.0,32.0,905
1606,1101663,2022-03-25T17:06:07,,29.0,87.0,852
1607,1101666,2022-03-25T17:06:14,28.0,66.0,95.0,940
1608,1101678,2022-03-25T17:10:24,,64.0,163.0,850
1609,1101682,2022-03-25T17:12:05,,34.0,35.0,778
1610,1101697,2022-03-25T17:12:39,13.0,114.0,216.0,954
1611,1101701,2022-03-25T17:15:18,3.0,75.0,35.0,826
1612,1101704,2022-03-25T17:15:28,71.0,51.0,32.0,844
1613,1101712,2022-03-25T17:16:52,42.0,77.0,62.0,816
1614,1101717,2022-03-25T17:18:49,3.0,36.0,50.0,744
1615,1101720,2022-03-25T17:20:35,,56.0,29.0,669
1616,1101723,2022-03-25T17:21:54,7.0,79.0,47.0,635
1617,1101742,2022-03-25T17:22:10,74.0,66.0,262.0,882
1618,1101751,2022-03-25T17:23:30,66.0,37.0,102.0,899
1619,1101766,2022-03-25T17:24:45,29.0,36.0,142.0,967
1620,1101758,2022-03-25T17:25:28,30.0,154.0,45.0,853
1621,1101769,2022-03-25T17:30:30,3.0,81.0,135.0,684
1622,1101770,2022-03-25T17:30:42,78.0,62.0,10.0,677
1623,1101816,2022-03-25T17:32:53,13.0,27.0,228.0,779
1624,1101832,2022-03-25T17:35:29,,30.0,258.0,877
1625,1101837,2022-03-25T17:35:39,25.0,51.0,57.0,927
1626,1101858,2022-03-25T17:36:25,34.0,124.0,214.0,1087
1627,1101863,2022-03-25T17:39:10,,204.0,72.0,991
1628,1101886,2022-03-25T17:45:00,12.0,59.0,412.0,1043
1629,1101894,2022-03-25T17:46:42,,110.0,91.0,1026
1630,1101896,2022-03-25T17:47:16,79.0,74.0,43.0,1031
1631,1101897,2022-03-25T17:48:43,74.0,172.0,11.0,951
1632,1101900,2022-03-25T17:50:06,165.0,78.0,38.0,905
1633,1101907,2022-03-25T17:53:00,72.0,59.0,146.0,873
1634,1101922,2022-03-25T17:54:20,57.0,115.0,172.0,955
1635,1101930,2022-03-25T17:55:25,116.0,46.0,52.0,939
1636,1101950,2022-03-25T17:57:27,44.0,41.0,213.0,1027
1637,1102001,2022-03-25T17:59:12,,197.0,49.0,960
1638,1102064,2022-03-25T18:01:33,58.0,78.0,199.0,1016
1639,1102092,2022-03-25T18:02:05,92.0,63.0,341.0,1318
1640,1102099,2022-03-25T18:09:12,,51.0,68.0,957
1641,1102108,2022-03-25T18:09:23,51.0,102.0,52.0,994
1642,1102123,2022-03-25T18:10:21,100.0,75.0,127.0,1044
1643,1102126,2022-03-25T18:12:11,69.0,47.0,39.0,959
1644,1102132,2022-03-25T18:13:32,38.0,62.0,82.0,961
1645,1102133,2022-03-25T18:14:27,48.0,40.0,42.0,948
1646,1102137,2022-03-25T18:15:22,43.0,145.0,44.0,935
1647,1102143,2022-03-25T18:18:30,6.0,335.0,59.0,801
1648,1102156,2022-03-25T18:19:26,291.0,54.0,106.0,840
1649,1102160,2022-03-25T18:24:27,51.0,51.0,63.0,600
1650,1102165,2022-03-25T18:25:26,47.0,110.0,99.0,635
1651,1102171,2022-03-25T18:28:14,,96.0,53.0,518
1652,1102178,2022-03-25T18:28:48,68.0,75.0,62.0,545
1653,1102180,2022-03-25T18:30:21,55.0,44.0,27.0,476
1654,1102202,2022-03-25T18:32:03,1.0,46.0,369.0,751
1655,1102221,2022-03-25T18:32:54,1.0,49.0,265.0,962
1656,1102240,2022-03-25T18:33:13,38.0,57.0,373.0,1309
1657,1102247,2022-03-25T18:35:33,101.0,125.0,46.0,1213
1658,1102250,2022-03-25T18:37:26,121.0,80.0,31.0,1126
1659,1102256,2022-03-25T18:39:36,78.0,39.0,49.0,1047
1660,1102258,2022-03-25T18:41:02,42.0,108.0,60.0,1021
1661,1102262,2022-03-25T18:41:53,106.0,62.0,78.0,1044
1662,1102275,2022-03-25T18:43:47,60.0,25.0,39.0,1142
1663,1102272,2022-03-25T18:44:53,22.0,224.0,182.0,1043
1664,1102276,2022-03-25T18:45:26,56.0,243.0,42.0,1081
1665,1102282,2022-03-25T18:46:23,243.0,280.0,137.0,1158
1666,1102286,2022-03-25T18:50:33,272.0,39.0,53.0,957
1667,1102296,2022-03-25T18:55:12,35.0,31.0,103.0,781
1668,1102300,2022-03-25T18:55:56,27.0,57.0,97.0,833
1669,1102322,2022-03-25T18:56:31,52.0,48.0,320.0,1116
1670,1102325,2022-03-25T18:57:31,44.0,131.0,42.0,1092
